timestamp,temperature,humidity,pressure,wind_speed,rainfall
2026-01-01 00:00:00,31.4901424590337,78.99355436586002,1006.6241086251281,5.4609622106130455,0.6636233061595189
2026-01-01 01:00:00,29.585207096486446,74.24633682912769,1009.2774066464224,10.69807494610249,0.08927178086526871
2026-01-01 02:00:00,31.94306561430208,65.59630369920174,1006.0379003950002,12.931972332891778,3.592166260009256
2026-01-01 03:00:00,34.569089569224076,58.53063222294426,1008.4601923518048,24.43843828670095,0.7298328070248494
2026-01-01 04:00:00,29.29753987582999,71.9822331361359,1000.531926665231,17.78276562266879,0.9524005241928168
2026-01-01 05:00:00,29.29758912915246,68.9348538542175,1011.0664685368647,8.322592154500544,0.26998595340795933
2026-01-01 06:00:00,34.737638446522176,73.95193220027733,1010.0060273768112,17.430181447088184,0.6606762829884718
2026-01-01 07:00:00,32.302304187458724,71.35171801681969,1005.914556844659,7.263480055308173,0.5606279108861615
2026-01-01 08:00:00,28.591576842195146,75.49552715319335,1013.2962283421621,20.413455269435367,0.07784894456788227
2026-01-01 09:00:00,31.627680130757895,59.64764788439432,1014.6878506881328,12.644376740910607,0.11222888628088813
2026-01-01 10:00:00,28.609746921562614,78.17394065634326,1001.9622006781551,14.531819056304146,1.816908181471525
2026-01-01 11:00:00,28.60281073928923,66.975996046924,1006.1863761071689,21.62898323771095,0.2741999687679879
2026-01-01 12:00:00,30.725886814698104,85.75260872625265,1006.1542882510635,8.56418215707875,0.21686116625938234
2026-01-01 13:00:00,24.260159266026605,58.10812181910432,1005.3004844944556,8.014409074435044,0.7030186460483493
2026-01-01 14:00:00,24.8252465024609,82.3596380316525,1014.1473742096588,12.082003368269977,1.46424349774768
2026-01-01 15:00:00,28.313137412277083,66.97910783462648,1009.030869306136,20.191894255096585,0.06394831516097645
2026-01-01 16:00:00,26.961506638996728,58.48581996385552,1008.6774257934469,7.403269622615788,0.8599291123141335
2026-01-01 17:00:00,30.94274199778582,60.16114165945678,999.9806881779663,0.8392220094471554,0.12693654972997867
2026-01-01 18:00:00,27.27592777343637,61.7965269180568,1013.1770901510462,12.744205707955006,0.03714236726975136
